stocfl,stocsu,stocsc
"dSedDiu   ","DiuS1-par ",   1.00000
"dResS1As  ","As        ",   1.00000
"dResS1As  ","AsS1      ",  -1.00000
"dResS2As  ","As        ",   1.00000
"dResS2As  ","AsS2      ",  -1.00000
"dBurS1As  ","AsS1      ",  -1.00000
"dBurS1As  ","AsS2      ",   1.00000
"dBurS2As  ","AsS2      ",  -1.00000
"dDigS1As  ","AsS1      ",   1.00000
"dDigS1As  ","AsS2      ",  -1.00000
"dDigS2As  ","AsS2      ",   1.00000
"dResS1Cd  ","Cd        ",   1.00000
"dResS1Cd  ","CdS1      ",  -1.00000
"dResS2Cd  ","Cd        ",   1.00000
"dResS2Cd  ","CdS2      ",  -1.00000
"dBurS1Cd  ","CdS1      ",  -1.00000
"dBurS1Cd  ","CdS2      ",   1.00000
"dBurS2Cd  ","CdS2      ",  -1.00000
"dDigS1Cd  ","CdS1      ",   1.00000
"dDigS1Cd  ","CdS2      ",  -1.00000
"dDigS2Cd  ","CdS2      ",   1.00000
"dResS1Cr  ","Cr        ",   1.00000
"dResS1Cr  ","CrS1      ",  -1.00000
"dResS2Cr  ","Cr        ",   1.00000
"dResS2Cr  ","CrS2      ",  -1.00000
"dBurS1Cr  ","CrS1      ",  -1.00000
"dBurS1Cr  ","CrS2      ",   1.00000
"dBurS2Cr  ","CrS2      ",  -1.00000
"dDigS1Cr  ","CrS1      ",   1.00000
"dDigS1Cr  ","CrS2      ",  -1.00000
"dDigS2Cr  ","CrS2      ",   1.00000
"dResS1Cu  ","Cu        ",   1.00000
"dResS1Cu  ","CuS1      ",  -1.00000
"dResS2Cu  ","Cu        ",   1.00000
"dResS2Cu  ","CuS2      ",  -1.00000
"dBurS1Cu  ","CuS1      ",  -1.00000
"dBurS1Cu  ","CuS2      ",   1.00000
"dBurS2Cu  ","CuS2      ",  -1.00000
"dDigS1Cu  ","CuS1      ",   1.00000
"dDigS1Cu  ","CuS2      ",  -1.00000
"dDigS2Cu  ","CuS2      ",   1.00000
"dResS1Hg  ","Hg        ",   1.00000
"dResS1Hg  ","HgS1      ",  -1.00000
"dResS2Hg  ","Hg        ",   1.00000
"dResS2Hg  ","HgS2      ",  -1.00000
"dBurS1Hg  ","HgS1      ",  -1.00000
"dBurS1Hg  ","HgS2      ",   1.00000
"dBurS2Hg  ","HgS2      ",  -1.00000
"dDigS1Hg  ","HgS1      ",   1.00000
"dDigS1Hg  ","HgS2      ",  -1.00000
"dDigS2Hg  ","HgS2      ",   1.00000
"dResS1Ni  ","Ni        ",   1.00000
"dResS1Ni  ","NiS1      ",  -1.00000
"dResS2Ni  ","Ni        ",   1.00000
"dResS2Ni  ","NiS2      ",  -1.00000
"dBurS1Ni  ","NiS1      ",  -1.00000
"dBurS1Ni  ","NiS2      ",   1.00000
"dBurS2Ni  ","NiS2      ",  -1.00000
"dDigS1Ni  ","NiS1      ",   1.00000
"dDigS1Ni  ","NiS2      ",  -1.00000
"dDigS2Ni  ","NiS2      ",   1.00000
"dResS1Pb  ","Pb        ",   1.00000
"dResS1Pb  ","PbS1      ",  -1.00000
"dResS2Pb  ","Pb        ",   1.00000
"dResS2Pb  ","PbS2      ",  -1.00000
"dBurS1Pb  ","PbS1      ",  -1.00000
"dBurS1Pb  ","PbS2      ",   1.00000
"dBurS2Pb  ","PbS2      ",  -1.00000
"dDigS1Pb  ","PbS1      ",   1.00000
"dDigS1Pb  ","PbS2      ",  -1.00000
"dDigS2Pb  ","PbS2      ",   1.00000
"dResS1Va  ","Va        ",   1.00000
"dResS1Va  ","VaS1      ",  -1.00000
"dResS2Va  ","Va        ",   1.00000
"dResS2Va  ","VaS2      ",  -1.00000
"dBurS1Va  ","VaS1      ",  -1.00000
"dBurS1Va  ","VaS2      ",   1.00000
"dBurS2Va  ","VaS2      ",  -1.00000
"dDigS1Va  ","VaS1      ",   1.00000
"dDigS1Va  ","VaS2      ",  -1.00000
"dDigS2Va  ","VaS2      ",   1.00000
"dResS1Zn  ","Zn        ",   1.00000
"dResS1Zn  ","ZnS1      ",  -1.00000
"dResS2Zn  ","Zn        ",   1.00000
"dResS2Zn  ","ZnS2      ",  -1.00000
"dBurS1Zn  ","ZnS1      ",  -1.00000
"dBurS1Zn  ","ZnS2      ",   1.00000
"dBurS2Zn  ","ZnS2      ",  -1.00000
"dDigS1Zn  ","ZnS1      ",   1.00000
"dDigS1Zn  ","ZnS2      ",  -1.00000
"dDigS2Zn  ","ZnS2      ",   1.00000
"dResS1153 ","153       ",   1.00000
"dResS1153 ","153S1     ",  -1.00000
"dResS2153 ","153       ",   1.00000
"dResS2153 ","153S2     ",  -1.00000
"dBurS1153 ","153S1     ",  -1.00000
"dBurS1153 ","153S2     ",   1.00000
"dBurS2153 ","153S2     ",  -1.00000
"dDigS1153 ","153S1     ",   1.00000
"dDigS1153 ","153S2     ",  -1.00000
"dDigS2153 ","153S2     ",   1.00000
"dResS1Atr ","Atr       ",   1.00000
"dResS1Atr ","AtrS1     ",  -1.00000
"dResS2Atr ","Atr       ",   1.00000
"dResS2Atr ","AtrS2     ",  -1.00000
"dBurS1Atr ","AtrS1     ",  -1.00000
"dBurS1Atr ","AtrS2     ",   1.00000
"dBurS2Atr ","AtrS2     ",  -1.00000
"dDigS1Atr ","AtrS1     ",   1.00000
"dDigS1Atr ","AtrS2     ",  -1.00000
"dDigS2Atr ","AtrS2     ",   1.00000
"dResS1Mef ","Mef       ",   1.00000
"dResS1Mef ","MefS1     ",  -1.00000
"dResS2Mef ","Mef       ",   1.00000
"dResS2Mef ","MefS2     ",  -1.00000
"dBurS1Mef ","MefS1     ",  -1.00000
"dBurS1Mef ","MefS2     ",   1.00000
"dBurS2Mef ","MefS2     ",  -1.00000
"dDigS1Mef ","MefS1     ",   1.00000
"dDigS1Mef ","MefS2     ",  -1.00000
"dDigS2Mef ","MefS2     ",   1.00000
"dResS1Diu ","Diu       ",   1.00000
"dResS1Diu ","DiuS1     ",  -1.00000
"dResS2Diu ","Diu       ",   1.00000
"dResS2Diu ","DiuS2     ",  -1.00000
"dBurS1Diu ","DiuS1     ",  -1.00000
"dBurS1Diu ","DiuS2     ",   1.00000
"dBurS2Diu ","DiuS2     ",  -1.00000
"dDigS1Diu ","DiuS1     ",   1.00000
"dDigS1Diu ","DiuS2     ",  -1.00000
"dDigS2Diu ","DiuS2     ",   1.00000
"dResS1BaP ","BaP       ",   1.00000
"dResS1BaP ","BaPS1     ",  -1.00000
"dResS2BaP ","BaP       ",   1.00000
"dResS2BaP ","BaPS2     ",  -1.00000
"dBurS1BaP ","BaPS1     ",  -1.00000
"dBurS1BaP ","BaPS2     ",   1.00000
"dBurS2BaP ","BaPS2     ",  -1.00000
"dDigS1BaP ","BaPS1     ",   1.00000
"dDigS1BaP ","BaPS2     ",  -1.00000
"dDigS2BaP ","BaPS2     ",   1.00000
"dResS1OMP ","OMP       ",   1.00000
"dResS1OMP ","OMPS1     ",  -1.00000
"dResS2OMP ","OMP       ",   1.00000
"dResS2OMP ","OMPS2     ",  -1.00000
"dBurS1OMP ","OMPS1     ",  -1.00000
"dBurS1OMP ","OMPS2     ",   1.00000
"dBurS2OMP ","OMPS2     ",  -1.00000
"dDigS1OMP ","OMPS1     ",   1.00000
"dDigS1OMP ","OMPS2     ",  -1.00000
"dDigS2OMP ","OMPS2     ",   1.00000
"dResS1Flu ","Flu       ",   1.00000
"dResS1Flu ","FluS1     ",  -1.00000
"dResS2Flu ","Flu       ",   1.00000
"dResS2Flu ","FluS2     ",  -1.00000
"dBurS1Flu ","FluS1     ",  -1.00000
"dBurS1Flu ","FluS2     ",   1.00000
"dBurS2Flu ","FluS2     ",  -1.00000
"dDigS1Flu ","FluS1     ",   1.00000
"dDigS1Flu ","FluS2     ",  -1.00000
"dDigS2Flu ","FluS2     ",   1.00000
"dResS1HCB ","HCB       ",   1.00000
"dResS1HCB ","HCBS1     ",  -1.00000
"dResS2HCB ","HCB       ",   1.00000
"dResS2HCB ","HCBS2     ",  -1.00000
"dBurS1HCB ","HCBS1     ",  -1.00000
"dBurS1HCB ","HCBS2     ",   1.00000
"dBurS2HCB ","HCBS2     ",  -1.00000
"dDigS1HCB ","HCBS1     ",   1.00000
"dDigS1HCB ","HCBS2     ",  -1.00000
"dDigS2HCB ","HCBS2     ",   1.00000
"dResS1HCH ","HCH       ",   1.00000
"dResS1HCH ","HCHS1     ",  -1.00000
"dResS2HCH ","HCH       ",   1.00000
"dResS2HCH ","HCHS2     ",  -1.00000
"dBurS1HCH ","HCHS1     ",  -1.00000
"dBurS1HCH ","HCHS2     ",   1.00000
"dBurS2HCH ","HCHS2     ",  -1.00000
"dDigS1HCH ","HCHS1     ",   1.00000
"dDigS1HCH ","HCHS2     ",  -1.00000
"dDigS2HCH ","HCHS2     ",   1.00000
"dEvapConti","Continuity",   1.00000
"dAtmDepIM1","IM1       ",   1.00000
"dAtmDepIM2","IM2       ",   1.00000
"dAtmDepIM3","IM3       ",   1.00000
"dDfwastIM1","IM1       ",   1.00000
"dDfwastIM2","IM2       ",   1.00000
"dDfwastIM3","IM3       ",   1.00000
"dAtmDepNH4","NH4       ",   1.00000
"dAtmDepNO3","NO3       ",   1.00000
"dAtmDepPO4","PO4       ",   1.00000
"dAtmDepSO4","SO4       ",   1.00000
"dAtmDep153","153       ",   1.00000
"dAtmDep153","153-Par   ",   1.00000
"dAtmDepHCB","HCB       ",   1.00000
"dAtmDepHCB","HCB-Par   ",   1.00000
"dAtmDepHCH","HCH       ",   1.00000
"dAtmDepHCH","HCH-Par   ",   1.00000
"dAtmDepFlu","Flu       ",   1.00000
"dAtmDepFlu","Flu-Par   ",   1.00000
"dAtmDepBap","Bap       ",   1.00000
"dAtmDepBap","Bap-Par   ",   1.00000
"dAtmDepAtr","Atr       ",   1.00000
"dAtmDepAtr","Atr-Par   ",   1.00000
"dAtmDepMef","Mef       ",   1.00000
"dAtmDepMef","Mef-Par   ",   1.00000
"dAtmDepDiu","Diu       ",   1.00000
"dAtmDepDiu","Diu-Par   ",   1.00000
"dAtmDepCd ","Cd        ",   1.00000
"dAtmDepCd ","Cd-Par    ",   1.00000
"dAtmDepCu ","Cu        ",   1.00000
"dAtmDepCu ","Cu-Par    ",   1.00000
"dAtmDepZn ","Zn        ",   1.00000
"dAtmDepZn ","Zn-Par    ",   1.00000
"dAtmDepHg ","Hg        ",   1.00000
"dAtmDepHg ","Hg-Par    ",   1.00000
"dAtmDepNi ","Ni        ",   1.00000
"dAtmDepNi ","Ni-Par    ",   1.00000
"dAtmDepPb ","Pb        ",   1.00000
"dAtmDepPb ","Pb-Par    ",   1.00000
"dAtmDepCr ","Cr        ",   1.00000
"dAtmDepCr ","Cr-Par    ",   1.00000
"dAtmDepAs ","As        ",   1.00000
"dAtmDepAs ","As-Par    ",   1.00000
"dAtmDepVa ","Va        ",   1.00000
"dAtmDepVa ","Va-Par    ",   1.00000
"dDfwastNO3","NO3       ",   1.00000
"dDfwastNH4","NH4       ",   1.00000
"dDfwastPO4","PO4       ",   1.00000
"dDfwastSi ","Si        ",   1.00000
"dDfwastSO4","SO4       ",   1.00000
"dDfwast153","153       ",   1.00000
"dDfwast153","153-Par   ",   1.00000
"dDfwastHCB","HCB       ",   1.00000
"dDfwastHCB","HCB-Par   ",   1.00000
"dDfwastHCH","HCH       ",   1.00000
"dDfwastHCH","HCH-Par   ",   1.00000
"dDfwastFlu","Flu       ",   1.00000
"dDfwastFlu","Flu-Par   ",   1.00000
"dDfwastBap","Bap       ",   1.00000
"dDfwastBap","Bap-Par   ",   1.00000
"dDfwastAtr","Atr       ",   1.00000
"dDfwastAtr","Atr-Par   ",   1.00000
"dDfwastMef","Mef       ",   1.00000
"dDfwastMef","Mef-Par   ",   1.00000
"dDfwastDiu","Diu       ",   1.00000
"dDfwastDiu","Diu-Par   ",   1.00000
"dDfwastCd ","Cd        ",   1.00000
"dDfwastCd ","Cd-Par    ",   1.00000
"dDfwastCu ","Cu        ",   1.00000
"dDfwastCu ","Cu-Par    ",   1.00000
"dDfwastZn ","Zn        ",   1.00000
"dDfwastZn ","Zn-Par    ",   1.00000
"dDfwastHg ","Hg        ",   1.00000
"dDfwastHg ","Hg-Par    ",   1.00000
"dDfwastNi ","Ni        ",   1.00000
"dDfwastNi ","Ni-Par    ",   1.00000
"dDfwastPb ","Pb        ",   1.00000
"dDfwastPb ","Pb-Par    ",   1.00000
"dDfwastCr ","Cr        ",   1.00000
"dDfwastCr ","Cr-Par    ",   1.00000
"dDfwastAs ","As        ",   1.00000
"dDfwastAs ","As-Par    ",   1.00000
"dDfwastVa ","Va        ",   1.00000
"dDfwastVa ","Va-Par    ",   1.00000
"dDumNH3fre","NH4       ",   0.00000
"dDumPosOXY","OXY       ",   0.00000
"dDumSecchi","IM1       ",   0.00000
"dDumSecchi","POC1      ",   0.00000
"dTEWORBOD ","CBOD5     ",   1.00000
"dTEWORBOD2","CBOD5_2   ",   1.00000
"dTEWORBOD3","CBOD5_3   ",   1.00000
"dTEWORCOD ","COD_Cr    ",   1.00000
"dTEWOROXY ","OXY       ",   1.00000
"dTEWOROrgN","PON1      ",   1.00000
"dTEWORNH4 ","NH4       ",   1.00000
"dTEWORNO3 ","NO3       ",   1.00000
"dTEWOROON ","PON2      ",   1.00000
"dTEWORECol","EColi     ",   1.00000
"dSorpOMPS1","OMPS1-Dis ",  -1.00000
"dSorpOMPS1","OMPS1-Par ",   1.00000
"dSorpOMPS2","OMPS2-Dis ",  -1.00000
"dSorpOMPS2","OMPS2-Par ",   1.00000
"dSorpOMP  ","OMP-dis   ",  -1.00000
"dSorpOMP  ","OMP-par   ",   1.00000
"dVolatOMP ","OMP       ",  -1.00000
"dVolatOMP ","OMP-dis   ",  -1.00000
"dLossOMP  ","OMP       ",  -1.00000
"dLossOMPS1","OMPS1     ",  -1.00000
"dLossOMPS2","OMPS2     ",  -1.00000
"dSedOMP   ","OMP       ",  -1.00000
"dSedOMP   ","OMP-par   ",  -1.00000
"dSedOMP   ","OMPS1     ",   1.00000
"dSedOMP   ","OMPS1-par ",   1.00000
"dAtmDepOMP","OMP       ",   1.00000
"dAtmDepOMP","OMP-Par   ",   1.00000
"dDfwastOMP","OMP       ",   1.00000
"dDfwastOMP","OMP-Par   ",   1.00000
"dDamrear  ","OXY       ",   1.00000
"dTRSOXY   ","OXY       ",   1.00000
"dPrecAPPO4","PO4       ",  -1.00000
"dPrecAPPO4","APATP     ",   1.00000
"dDissAPPO4","PO4       ",   1.00000
"dDissAPPO4","APATP     ",  -1.00000
"dVB01     ","VB01      ",   1.00000
"dMrtC1VB01","VB01      ",  -1.00000
"dMrtC3VB01","VB01      ",  -1.00000
"dMrtC4VB01","VB01      ",  -1.00000
"dMrtC2VB01","VB01      ",  -1.00000
"dMrtC5VB01","VB01      ",  -1.00000
"dMC2VB01P1","POC1      ",   1.00000
"dMC2VB01P2","POC2      ",   1.00000
"dMC2VB01P3","POC3      ",   1.00000
"dMN2VB01P1","PON1      ",   1.00000
"dMN2VB01P2","PON2      ",   1.00000
"dMN2VB01P3","PON3      ",   1.00000
"dMP2VB01P1","POP1      ",   1.00000
"dMP2VB01P2","POP2      ",   1.00000
"dMP2VB01P3","POP3      ",   1.00000
"dMS2VB01P1","POS1      ",   1.00000
"dMS2VB01P2","POS2      ",   1.00000
"dMS2VB01P3","POS3      ",   1.00000
"dMC1VB01P5","POC5      ",   1.00000
"dMC3VB01P5","POC5      ",   1.00000
"dMN1VB01P5","PON5      ",   1.00000
"dMN3VB01P5","PON5      ",   1.00000
"dMP1VB01P5","POP5      ",   1.00000
"dMP3VB01P5","POP5      ",   1.00000
"dMS1VB01P5","POS5      ",   1.00000
"dMS3VB01P5","POS5      ",   1.00000
"dMC5VB01P1","POC1      ",   1.00000
"dMC5VB01P2","POC2      ",   1.00000
"dMC5VB01P3","POC3      ",   1.00000
"dMN5VB01P1","PON1      ",   1.00000
"dMN5VB01P2","PON2      ",   1.00000
"dMN5VB01P3","PON3      ",   1.00000
"dMP5VB01P1","POP1      ",   1.00000
"dMP5VB01P2","POP2      ",   1.00000
"dMP5VB01P3","POP3      ",   1.00000
"dMS5VB01P1","POS1      ",   1.00000
"dMS5VB01P2","POS2      ",   1.00000
"dMS5VB01P3","POS3      ",   1.00000
"dMC4VB01P5","POC5      ",   1.00000
"dMN4VB01P5","PON5      ",   1.00000
"dMP4VB01P5","POP5      ",   1.00000
"dMS4VB01P5","POS5      ",   1.00000
"dN1VB01upy","NH4       ",  -1.00000
"dN2VB01upy","NO3       ",  -1.00000
"dP1VB01upy","AAP       ",  -1.00000
"dP2VB01upy","PO4       ",  -1.00000
"dS1VB01upy","SO4       ",  -1.00000
"dS2VB01upy","SUD       ",  -1.00000
"dVB02     ","VB02      ",   1.00000
"dMrtC1VB02","VB02      ",  -1.00000
"dMrtC3VB02","VB02      ",  -1.00000
"dMrtC4VB02","VB02      ",  -1.00000
"dMrtC2VB02","VB02      ",  -1.00000
"dMrtC5VB02","VB02      ",  -1.00000
"dMC2VB02P1","POC1      ",   1.00000
"dMC2VB02P2","POC2      ",   1.00000
"dMC2VB02P3","POC3      ",   1.00000
"dMN2VB02P1","PON1      ",   1.00000
"dMN2VB02P2","PON2      ",   1.00000
"dMN2VB02P3","PON3      ",   1.00000
"dMP2VB02P1","POP1      ",   1.00000
"dMP2VB02P2","POP2      ",   1.00000
"dMP2VB02P3","POP3      ",   1.00000
"dMS2VB02P1","POS1      ",   1.00000
"dMS2VB02P2","POS2      ",   1.00000
"dMS2VB02P3","POS3      ",   1.00000
"dMC1VB02P5","POC5      ",   1.00000
"dMC3VB02P5","POC5      ",   1.00000
"dMN1VB02P5","PON5      ",   1.00000
"dMN3VB02P5","PON5      ",   1.00000
"dMP1VB02P5","POP5      ",   1.00000
"dMP3VB02P5","POP5      ",   1.00000
"dMS1VB02P5","POS5      ",   1.00000
"dMS3VB02P5","POS5      ",   1.00000
"dMC5VB02P1","POC1      ",   1.00000
"dMC5VB02P2","POC2      ",   1.00000
"dMC5VB02P3","POC3      ",   1.00000
"dMN5VB02P1","PON1      ",   1.00000
"dMN5VB02P2","PON2      ",   1.00000
"dMN5VB02P3","PON3      ",   1.00000
"dMP5VB02P1","POP1      ",   1.00000
"dMP5VB02P2","POP2      ",   1.00000
"dMP5VB02P3","POP3      ",   1.00000
"dMS5VB02P1","POS1      ",   1.00000
"dMS5VB02P2","POS2      ",   1.00000
"dMS5VB02P3","POS3      ",   1.00000
"dMC4VB02P5","POC5      ",   1.00000
"dMN4VB02P5","PON5      ",   1.00000
"dMP4VB02P5","POP5      ",   1.00000
"dMS4VB02P5","POS5      ",   1.00000
"dN1VB02upy","NH4       ",  -1.00000
"dN2VB02upy","NO3       ",  -1.00000
"dP1VB02upy","AAP       ",  -1.00000
"dP2VB02upy","PO4       ",  -1.00000
"dS1VB02upy","SO4       ",  -1.00000
"dS2VB02upy","SUD       ",  -1.00000
"dVB03     ","VB03      ",   1.00000
"dMrtC1VB03","VB03      ",  -1.00000
"dMrtC3VB03","VB03      ",  -1.00000
"dMrtC4VB03","VB03      ",  -1.00000
"dMrtC2VB03","VB03      ",  -1.00000
"dMrtC5VB03","VB03      ",  -1.00000
"dMC2VB03P1","POC1      ",   1.00000
"dMC2VB03P2","POC2      ",   1.00000
"dMC2VB03P3","POC3      ",   1.00000
"dMN2VB03P1","PON1      ",   1.00000
"dMN2VB03P2","PON2      ",   1.00000
"dMN2VB03P3","PON3      ",   1.00000
"dMP2VB03P1","POP1      ",   1.00000
"dMP2VB03P2","POP2      ",   1.00000
"dMP2VB03P3","POP3      ",   1.00000
"dMS2VB03P1","POS1      ",   1.00000
"dMS2VB03P2","POS2      ",   1.00000
"dMS2VB03P3","POS3      ",   1.00000
"dMC1VB03P5","POC5      ",   1.00000
"dMC3VB03P5","POC5      ",   1.00000
"dMN1VB03P5","PON5      ",   1.00000
"dMN3VB03P5","PON5      ",   1.00000
"dMP1VB03P5","POP5      ",   1.00000
"dMP3VB03P5","POP5      ",   1.00000
"dMS1VB03P5","POS5      ",   1.00000
"dMS3VB03P5","POS5      ",   1.00000
"dMC5VB03P1","POC1      ",   1.00000
"dMC5VB03P2","POC2      ",   1.00000
"dMC5VB03P3","POC3      ",   1.00000
"dMN5VB03P1","PON1      ",   1.00000
"dMN5VB03P2","PON2      ",   1.00000
"dMN5VB03P3","PON3      ",   1.00000
"dMP5VB03P1","POP1      ",   1.00000
"dMP5VB03P2","POP2      ",   1.00000
"dMP5VB03P3","POP3      ",   1.00000
"dMS5VB03P1","POS1      ",   1.00000
"dMS5VB03P2","POS2      ",   1.00000
"dMS5VB03P3","POS3      ",   1.00000
"dMC4VB03P5","POC5      ",   1.00000
"dMN4VB03P5","PON5      ",   1.00000
"dMP4VB03P5","POP5      ",   1.00000
"dMS4VB03P5","POS5      ",   1.00000
"dN1VB03upy","NH4       ",  -1.00000
"dN2VB03upy","NO3       ",  -1.00000
"dP1VB03upy","AAP       ",  -1.00000
"dP2VB03upy","PO4       ",  -1.00000
"dS1VB03upy","SO4       ",  -1.00000
"dS2VB03upy","SUD       ",  -1.00000
"dVB04     ","VB04      ",   1.00000
"dMrtC1VB04","VB04      ",  -1.00000
"dMrtC3VB04","VB04      ",  -1.00000
"dMrtC4VB04","VB04      ",  -1.00000
"dMrtC2VB04","VB04      ",  -1.00000
"dMrtC5VB04","VB04      ",  -1.00000
"dMC2VB04P1","POC1      ",   1.00000
"dMC2VB04P2","POC2      ",   1.00000
"dMC2VB04P3","POC3      ",   1.00000
"dMN2VB04P1","PON1      ",   1.00000
"dMN2VB04P2","PON2      ",   1.00000
"dMN2VB04P3","PON3      ",   1.00000
"dMP2VB04P1","POP1      ",   1.00000
"dMP2VB04P2","POP2      ",   1.00000
"dMP2VB04P3","POP3      ",   1.00000
"dMS2VB04P1","POS1      ",   1.00000
"dMS2VB04P2","POS2      ",   1.00000
"dMS2VB04P3","POS3      ",   1.00000
"dMC1VB04P5","POC5      ",   1.00000
"dMC3VB04P5","POC5      ",   1.00000
"dMN1VB04P5","PON5      ",   1.00000
"dMN3VB04P5","PON5      ",   1.00000
"dMP1VB04P5","POP5      ",   1.00000
"dMP3VB04P5","POP5      ",   1.00000
"dMS1VB04P5","POS5      ",   1.00000
"dMS3VB04P5","POS5      ",   1.00000
"dMC5VB04P1","POC1      ",   1.00000
"dMC5VB04P2","POC2      ",   1.00000
"dMC5VB04P3","POC3      ",   1.00000
"dMN5VB04P1","PON1      ",   1.00000
"dMN5VB04P2","PON2      ",   1.00000
"dMN5VB04P3","PON3      ",   1.00000
"dMP5VB04P1","POP1      ",   1.00000
"dMP5VB04P2","POP2      ",   1.00000
"dMP5VB04P3","POP3      ",   1.00000
"dMS5VB04P1","POS1      ",   1.00000
"dMS5VB04P2","POS2      ",   1.00000
"dMS5VB04P3","POS3      ",   1.00000
"dMC4VB04P5","POC5      ",   1.00000
"dMN4VB04P5","PON5      ",   1.00000
"dMP4VB04P5","POP5      ",   1.00000
"dMS4VB04P5","POS5      ",   1.00000
"dN1VB04upy","NH4       ",  -1.00000
"dN2VB04upy","NO3       ",  -1.00000
"dP1VB04upy","AAP       ",  -1.00000
"dP2VB04upy","PO4       ",  -1.00000
"dS1VB04upy","SO4       ",  -1.00000
"dS2VB04upy","SUD       ",  -1.00000
"dVB05     ","VB05      ",   1.00000
"dMrtC1VB05","VB05      ",  -1.00000
"dMrtC3VB05","VB05      ",  -1.00000
"dMrtC4VB05","VB05      ",  -1.00000
"dMrtC2VB05","VB05      ",  -1.00000
"dMrtC5VB05","VB05      ",  -1.00000
"dMC2VB05P1","POC1      ",   1.00000
"dMC2VB05P2","POC2      ",   1.00000
"dMC2VB05P3","POC3      ",   1.00000
"dMN2VB05P1","PON1      ",   1.00000
"dMN2VB05P2","PON2      ",   1.00000
"dMN2VB05P3","PON3      ",   1.00000
"dMP2VB05P1","POP1      ",   1.00000
"dMP2VB05P2","POP2      ",   1.00000
"dMP2VB05P3","POP3      ",   1.00000
"dMS2VB05P1","POS1      ",   1.00000
"dMS2VB05P2","POS2      ",   1.00000
"dMS2VB05P3","POS3      ",   1.00000
"dMC1VB05P5","POC5      ",   1.00000
"dMC3VB05P5","POC5      ",   1.00000
"dMN1VB05P5","PON5      ",   1.00000
"dMN3VB05P5","PON5      ",   1.00000
"dMP1VB05P5","POP5      ",   1.00000
"dMP3VB05P5","POP5      ",   1.00000
"dMS1VB05P5","POS5      ",   1.00000
"dMS3VB05P5","POS5      ",   1.00000
"dMC5VB05P1","POC1      ",   1.00000
"dMC5VB05P2","POC2      ",   1.00000
"dMC5VB05P3","POC3      ",   1.00000
"dMN5VB05P1","PON1      ",   1.00000
"dMN5VB05P2","PON2      ",   1.00000
"dMN5VB05P3","PON3      ",   1.00000
"dMP5VB05P1","POP1      ",   1.00000
"dMP5VB05P2","POP2      ",   1.00000
"dMP5VB05P3","POP3      ",   1.00000
"dMS5VB05P1","POS1      ",   1.00000
"dMS5VB05P2","POS2      ",   1.00000
"dMS5VB05P3","POS3      ",   1.00000
"dMC4VB05P5","POC5      ",   1.00000
"dMN4VB05P5","PON5      ",   1.00000
"dMP4VB05P5","POP5      ",   1.00000
"dMS4VB05P5","POS5      ",   1.00000
"dN1VB05upy","NH4       ",  -1.00000
"dN2VB05upy","NO3       ",  -1.00000
"dP1VB05upy","AAP       ",  -1.00000
"dP2VB05upy","PO4       ",  -1.00000
"dS1VB05upy","SO4       ",  -1.00000
"dS2VB05upy","SUD       ",  -1.00000
"dVB06     ","VB06      ",   1.00000
"dMrtC1VB06","VB06      ",  -1.00000
"dMrtC3VB06","VB06      ",  -1.00000
"dMrtC4VB06","VB06      ",  -1.00000
"dMrtC2VB06","VB06      ",  -1.00000
"dMrtC5VB06","VB06      ",  -1.00000
"dMC2VB06P1","POC1      ",   1.00000
"dMC2VB06P2","POC2      ",   1.00000
"dMC2VB06P3","POC3      ",   1.00000
"dMN2VB06P1","PON1      ",   1.00000
"dMN2VB06P2","PON2      ",   1.00000
"dMN2VB06P3","PON3      ",   1.00000
"dMP2VB06P1","POP1      ",   1.00000
"dMP2VB06P2","POP2      ",   1.00000
"dMP2VB06P3","POP3      ",   1.00000
"dMS2VB06P1","POS1      ",   1.00000
"dMS2VB06P2","POS2      ",   1.00000
"dMS2VB06P3","POS3      ",   1.00000
"dMC1VB06P5","POC5      ",   1.00000
"dMC3VB06P5","POC5      ",   1.00000
"dMN1VB06P5","PON5      ",   1.00000
"dMN3VB06P5","PON5      ",   1.00000
"dMP1VB06P5","POP5      ",   1.00000
"dMP3VB06P5","POP5      ",   1.00000
"dMS1VB06P5","POS5      ",   1.00000
"dMS3VB06P5","POS5      ",   1.00000
"dMC5VB06P1","POC1      ",   1.00000
"dMC5VB06P2","POC2      ",   1.00000
"dMC5VB06P3","POC3      ",   1.00000
"dMN5VB06P1","PON1      ",   1.00000
"dMN5VB06P2","PON2      ",   1.00000
"dMN5VB06P3","PON3      ",   1.00000
"dMP5VB06P1","POP1      ",   1.00000
"dMP5VB06P2","POP2      ",   1.00000
"dMP5VB06P3","POP3      ",   1.00000
"dMS5VB06P1","POS1      ",   1.00000
"dMS5VB06P2","POS2      ",   1.00000
"dMS5VB06P3","POS3      ",   1.00000
"dMC4VB06P5","POC5      ",   1.00000
"dMN4VB06P5","PON5      ",   1.00000
"dMP4VB06P5","POP5      ",   1.00000
"dMS4VB06P5","POS5      ",   1.00000
"dN1VB06upy","NH4       ",  -1.00000
"dN2VB06upy","NO3       ",  -1.00000
"dP1VB06upy","AAP       ",  -1.00000
"dP2VB06upy","PO4       ",  -1.00000
"dS1VB06upy","SO4       ",  -1.00000
"dS2VB06upy","SUD       ",  -1.00000
"dVB07     ","VB07      ",   1.00000
